QUERY 67:	3	393	4	389	664	2	629	72	1398	484	388	309	458	1244	135	

QUERY 68:	628	480	493	594	81	322	60	374	559	343	1266	1333	560	92	111	

QUERY 69:	264	1138	1193	457	306	664	111	310	105	255	920	333	1137	104	365	

QUERY 70:	3	1149	300	4	540	299	192	72	24	349	62	320	1154	335	1182	

QUERY 71:	1253	573	63	525	170	973	540	1299	1395	570	345	572	310	537	1364	

QUERY 72:	63	170	1395	310	570	973	663	1253	630	345	315	798	1078	1364	53	

QUERY 73:	573	332	1061	541	517	488	359	401	572	860	552	577	360	307	56	

QUERY 74:	1153	876	26	431	656	68	594	625	185	1155	516	1295	809	1142	598	

QUERY 75:	1393	324	1395	559	1161	645	630	564	283	438	50	55	366	54	959	

QUERY 76:	1157	630	668	1158	568	1364	1274	334	50	474	1319	667	1149	329	1372	

QUERY 77:	329	1395	667	630	134	1364	1264	1076	504	572	1391	315	1394	668	9	

QUERY 78:	589	591	543	237	935	216	214	138	578	592	1043	588	772	1355	341	

QUERY 79:	199	360	544	568	1229	327	1066	556	597	1310	1246	781	748	670	593	

QUERY 80:	544	604	301	878	917	813	597	879	1019	199	1066	790	1317	748	606	

QUERY 81:	714	1153	594	876	598	1155	431	795	904	809	672	516	799	141	602	

QUERY 82:	676	678	420	1339	1337	1334	752	204	433	247	921	793	1246	803	250	

QUERY 83:	1275	753	428	19	1070	1059	688	633	680	380	122	657	1053	1141	97	

QUERY 84:	873	122	522	19	283	688	1070	1393	145	564	295	559	554	435	1386	

QUERY 85:	1155	1153	431	876	594	610	795	874	719	88	800	84	809	294	598	

QUERY 86:	755	431	594	188	179	801	874	1155	197	280	879	1197	141	876	1290	

QUERY 87:	334	26	797	1228	655	134	572	610	439	1364	660	569	667	1251	707	

QUERY 88:	613	615	622	548	614	617	616	618	619	449	1150	510	162	218	874	

QUERY 89:	464	632	699	752	793	250	420	1341	205	779	433	794	52	465	803	

QUERY 90:	358	798	1187	1364	959	240	265	187	457	335	569	1228	291	1257	134	

QUERY 91:	251	610	252	799	526	503	468	1062	1341	879	520	431	1075	316	925	

QUERY 92:	757	1247	806	810	758	1252	683	804	809	1243	807	808	1093	811	1147	

QUERY 93:	635	691	355	302	68	1072	461	1241	232	413	628	1157	1374	193	481	

QUERY 94:	283	1393	559	364	366	365	1104	524	101	564	1394	1161	438	983	522	

QUERY 95:	662	564	1395	635	123	283	554	370	1002	120	1393	689	1213	145	101	

QUERY 96:	637	701	698	899	903	1259	699	700	892	1109	779	586	712	1380	1339	

QUERY 97:	1331	1270	781	495	783	1214	790	810	440	1327	286	948	953	557	906	

QUERY 98:	85	638	1343	368	1393	311	288	748	222	451	559	238	182	1338	189	

QUERY 99:	639	719	717	1379	715	77	67	164	618	153	69	274	624	682	983	

QUERY 100:	1126	1122	1013	760	1172	739	1051	822	849	1171	823	888	740	885	1131	

QUERY 101:	825	760	820	817	823	1119	819	826	818	1023	378	1122	1132	680	1025	

QUERY 102:	660	516	1092	728	1339	1001	998	12	910	286	834	654	884	47	51	

QUERY 103:	761	1048	1127	720	1049	1214	770	888	951	1050	400	956	1126	411	739	

QUERY 104:	762	1177	644	29	1024	824	1023	1055	462	1316	962	826	863	744	821	

QUERY 105:	764	743	740	739	848	1029	1018	890	889	1052	846	930	886	887	1044	

QUERY 106:	847	763	953	908	1044	764	930	739	848	1052	826	1043	743	846	890	

QUERY 107:	640	909	51	12	725	834	883	137	415	497	811	220	47	836	209	

QUERY 108:	75	726	884	724	768	883	1244	640	909	866	723	1208	51	865	720	

QUERY 109:	859	658	391	627	1008	856	858	864	857	31	390	5	728	766	911	

QUERY 110:	862	1177	1398	735	424	15	412	1032	926	915	1053	1320	739	400	1023	

QUERY 111:	856	894	1008	857	859	858	1131	658	391	864	390	627	766	202	948	

QUERY 112:	641	730	736	840	733	735	1045	647	955	648	854	1398	936	607	422	

QUERY 113:	747	748	1290	685	879	716	368	503	197	1338	815	202	347	753	1341	

QUERY 114:	895	712	1266	699	919	503	526	1290	780	468	433	1289	676	440	879	

QUERY 115:	320	540	422	435	81	657	579	13	1149	393	666	494	349	395	5	

QUERY 116:	605	384	225	1378	1038	48	1303	122	423	932	1218	814	411	759	801	

QUERY 117:	229	230	60	242	782	924	907	927	122	520	433	196	1304	205	1285	

QUERY 118:	246	520	803	1062	1075	610	600	923	1074	1239	210	229	360	432	1243	

QUERY 119:	926	1361	1362	1055	928	1331	827	533	744	1091	739	1024	830	1133	1048	

QUERY 120:	739	887	890	885	769	888	1052	1146	886	1145	1177	642	31	740	1013	

QUERY 121:	925	888	1017	739	1053	769	926	1131	1173	957	400	744	1177	890	1146	

QUERY 122:	938	898	930	743	739	931	1070	1044	1171	1052	826	1118	889	890	841	

QUERY 123:	1221	941	270	227	389	112	775	1222	34	387	504	1018	966	430	950	

QUERY 124:	940	938	1153	941	270	442	898	516	801	1221	1287	1155	930	739	1222	

QUERY 125:	997	610	176	1195	695	993	697	177	519	131	1062	173	992	991	1350	

QUERY 126:	1094	1095	1326	974	1265	397	1288	773	125	994	1083	942	1237	1223	368	

QUERY 127:	980	5	6	981	869	606	395	582	158	1248	944	586	91	75	29	

QUERY 128:	945	1219	1063	988	429	1170	435	834	762	989	745	114	193	535	704	

QUERY 129:	988	945	989	987	990	985	507	300	4	377	36	404	637	941	986	

QUERY 130:	859	856	391	1008	658	858	948	766	857	864	627	390	5	729	894	

QUERY 131:	1021	950	1023	1025	952	1026	1034	1028	951	1017	1014	1013	1015	871	1317	

QUERY 132:	1026	1021	1013	1017	1023	1014	1028	951	1015	1012	871	1020	400	950	1029	

QUERY 133:	1026	1013	1023	951	1028	1014	1021	1015	1017	1012	871	1020	1029	1024	950	

QUERY 134:	1016	951	1013	1026	1012	1015	1023	1014	1017	1021	1028	935	1020	871	1024	

QUERY 135:	1026	1023	1017	951	1013	1012	1029	1018	1014	1021	1015	1028	1020	1019	1024	

QUERY 136:	951	1026	1013	1023	1021	1014	1017	1028	1015	1033	1139	1012	239	871	140	

QUERY 137:	952	1026	1021	1023	1028	1013	1014	1034	1025	1015	871	951	1012	1024	1017	

QUERY 138:	953	764	847	887	890	740	885	848	846	889	844	826	743	845	741	

QUERY 139:	764	847	826	848	846	743	740	844	1171	841	953	845	926	887	1122	

QUERY 140:	954	890	922	1038	887	870	885	374	1178	837	769	953	817	400	729	

QUERY 141:	333	334	836	843	837	1392	498	570	1248	870	885	565	1213	435	797	

QUERY 142:	827	954	1134	887	885	1125	1135	1136	922	890	870	740	1071	953	889	

QUERY 143:	1043	930	953	1044	890	826	885	889	887	1129	1052	739	1070	1171	886	

QUERY 144:	1045	763	839	1046	846	840	838	955	891	786	730	1359	428	1176	1126	

QUERY 145:	839	1045	1051	763	1046	838	1126	1176	1359	891	1116	1123	1121	1118	841	

QUERY 146:	1045	840	955	839	763	1046	730	1176	854	1363	1359	841	928	1146	1175	

QUERY 147:	956	1128	1050	1049	1172	761	720	1171	1127	1145	1048	1357	1069	191	1126	

QUERY 148:	1048	720	956	1127	761	1126	888	1049	928	1050	827	1051	763	951	739	

QUERY 149:	1070	930	1059	1044	1052	936	931	1043	739	926	826	1360	890	743	688	

QUERY 150:	1074	1108	1062	1075	1259	1202	231	1239	814	433	663	124	1243	234	803	

QUERY 151:	51	676	1062	465	783	752	497	433	52	464	678	794	147	696	287	

QUERY 152:	671	1225	3	406	336	798	696	335	1062	1154	250	1355	326	1383	76	

QUERY 153:	1081	1063	394	149	323	1082	1085	300	228	117	393	128	329	171	281	

QUERY 154:	832	1087	1088	1054	111	1055	1085	1086	15	159	1262	916	863	1108	987	

QUERY 155:	553	1099	1101	1100	1097	806	804	1098	805	76	781	1065	141	810	480	

QUERY 156:	1096	534	1117	906	1097	818	185	1103	1025	761	1015	204	1302	191	553	

QUERY 157:	25	44	1006	318	332	1391	493	456	498	1373	1151	1393	211	626	370	

QUERY 158:	1009	302	949	1010	1199	1230	552	355	586	193	328	463	1011	635	628	

QUERY 159:	1065	1066	1197	1112	801	1321	77	1379	25	908	1259	432	498	717	1115	

QUERY 160:	890	1071	885	887	739	1172	1052	953	740	888	826	400	1173	741	930	

QUERY 161:	1386	240	959	145	55	435	1366	1192	559	135	457	150	1185	54	1385	

QUERY 162:	1182	240	457	1383	55	365	62	959	461	1385	366	4	187	460	16	

QUERY 163:	492	1231	56	359	373	434	973	1040	37	354	124	1115	233	1347	189	

QUERY 164:	358	503	316	798	311	1364	1187	240	187	457	959	335	415	72	569	

QUERY 165:	335	1225	72	569	504	71	563	1154	943	671	376	1220	321	256	1364	

QUERY 166:	504	1276	64	209	569	335	256	72	1364	978	304	132	142	207	970	

QUERY 167:	553	1099	1100	1101	877	1279	1185	525	1098	540	365	305	84	1097	307	

QUERY 168:	750	738	965	118	217	341	136	970	213	491	157	221	242	173	172	

QUERY 169:	750	965	217	136	118	970	341	213	221	173	157	738	1187	172	694	

QUERY 170:	893	1082	238	239	905	139	904	140	906	175	1004	1033	10	1139	1264	

QUERY 171:	431	609	141	516	358	252	799	1074	610	188	1155	876	994	1153	755	

QUERY 172:	320	527	321	322	478	1235	476	1370	107	366	1251	365	479	1383	537	

QUERY 173:	532	90	91	451	367	917	251	703	95	73	117	615	767	614	55	

QUERY 174:	483	1319	1274	411	1157	523	501	482	1389	1151	533	190	1314	1390	1377	

QUERY 175:	1081	941	1221	1078	1082	139	270	238	112	666	1080	1222	668	9	34	

QUERY 176:	542	963	5	981	869	872	606	160	1248	500	1100	509	707	181	497	

QUERY 177:	588	576	589	590	444	543	441	578	1102	895	1034	723	1089	846	52	

QUERY 178:	590	1171	341	588	576	543	591	592	1323	827	819	1275	426	741	216	

QUERY 179:	680	753	633	428	682	705	706	930	1041	688	108	1080	380	1275	122	

QUERY 180:	622	548	616	617	218	613	1103	882	874	314	614	969	401	716	1150	

QUERY 181:	997	695	176	993	610	1195	697	519	177	131	1350	245	991	992	1349	

QUERY 182:	634	685	593	686	70	1341	211	1300	440	1338	1339	712	202	687	26	

QUERY 183:	39	1226	88	409	1142	809	971	1313	523	268	157	1332	1151	555	895	

QUERY 184:	207	715	813	982	1152	164	1115	1346	281	1345	163	515	687	1348	32	

QUERY 185:	856	1008	859	858	857	391	658	864	390	766	627	948	202	285	15	

QUERY 186:	1062	1075	610	1243	1239	803	1074	923	433	520	252	432	230	799	924	

QUERY 187:	887	740	739	1172	841	743	1171	1052	885	890	926	886	1123	889	1070	

QUERY 188:	725	640	909	1331	137	102	722	781	220	1279	209	219	811	729	113	

QUERY 189:	768	767	883	865	726	75	1146	884	581	881	640	870	1334	498	833	

QUERY 190:	390	856	1008	627	391	858	859	1339	658	911	857	15	864	766	1111	

QUERY 191:	856	1008	859	391	858	658	857	864	627	766	390	75	948	1244	285	

QUERY 192:	641	735	734	733	925	1175	875	1084	647	1202	1032	1170	850	1173	762	

QUERY 193:	730	733	736	641	735	1392	424	422	425	647	644	886	281	299	1060	

QUERY 194:	888	642	1177	1131	1173	823	1053	885	744	739	740	1017	957	1359	1172	

QUERY 195:	642	1055	831	1054	739	888	1171	1294	863	1131	823	885	1173	1293	744	

QUERY 196:	1148	435	1237	657	94	540	494	966	349	13	666	1149	395	81	23	

QUERY 197:	884	883	881	768	726	865	723	75	746	640	909	1168	866	724	454	

QUERY 198:	740	739	889	886	887	743	890	885	1052	906	1172	826	1171	741	1174	

QUERY 199:	1055	1070	1362	930	19	1058	1059	1361	269	833	739	688	1294	1054	485	

QUERY 200:	1071	885	1134	739	890	264	887	400	1052	889	740	1138	1053	826	953	

QUERY 201:	981	1295	541	625	982	77	401	1379	1346	1210	1297	164	163	1011	717	

QUERY 202:	232	1285	122	1378	605	932	1248	1303	1310	1309	568	359	252	814	27	

QUERY 203:	38	122	48	1308	605	39	225	482	1378	1248	814	1262	384	58	1303	

QUERY 204:	443	310	1253	1229	971	1271	937	370	1339	763	208	573	94	197	1080	

QUERY 205:	55	72	337	406	207	1364	1367	133	1225	135	457	73	1301	655	1076	

QUERY 206:	1290	516	598	879	1338	876	202	880	593	1341	753	856	1339	411	526	

QUERY 207:	593	1341	202	458	753	365	391	749	856	1111	878	15	1338	1290	747	

QUERY 208:	1291	1344	1345	163	279	1346	1380	1204	164	1347	991	1266	368	357	994	

QUERY 209:	71	959	72	1225	798	1263	1364	135	335	1154	3	383	1241	1383	271	

QUERY 210:	1172	739	743	1171	887	1128	740	1145	938	642	885	889	1070	953	957	

QUERY 211:	739	885	740	1125	887	926	1055	1117	957	928	642	1070	1171	888	743	

QUERY 212:	1178	888	1176	1177	838	1359	1070	885	1129	1133	1146	870	1400	1293	887	

QUERY 213:	888	1146	885	1173	741	887	769	642	890	1145	1131	1126	1116	891	1177	

QUERY 214:	1294	828	1362	831	739	930	47	1044	1043	1055	756	848	1052	827	1036	

QUERY 215:	535	25	1253	1204	666	984	332	1198	44	456	770	411	357	775	370	

QUERY 216:	764	974	1225	64	335	958	1156	1220	1288	1206	132	692	222	330	971	

QUERY 217:	323	1274	1319	324	1006	1151	20	318	211	25	190	523	1157	433	44	

QUERY 218:	1395	283	1393	323	559	666	1213	44	655	564	295	554	670	1394	1006	

QUERY 219:	1078	1082	668	1222	1273	139	267	666	775	25	579	208	971	9	53	

QUERY 220:	4	1149	231	395	326	562	1192	1225	232	378	1281	2	540	1242	404	

QUERY 221:	1386	1227	1225	579	62	3	1366	388	435	984	395	378	498	851	569	

QUERY 222:	1400	1399	1398	1130	419	400	1358	1070	1397	393	888	1396	1357	1176	412	

QUERY 223:	400	1398	393	1399	484	1244	388	943	1387	389	3	412	398	65	109	

QUERY 224:	1313	1312	175	1314	1157	317	656	537	140	575	1139	329	1286	1257	1274	

QUERY 225:	1380	1291	1188	279	1124	638	368	225	226	1344	712	701	748	431	834	

